system:time_start,LST_Day_1km
"Jan 19, 2018","15,884.672"
"Jan 20, 2018",
"Jan 21, 2018","15,839.197"
"Jan 22, 2018","15,641.469"
"Jan 23, 2018","15,825.802"
"Jan 24, 2018","15,773.185"
"Jan 25, 2018","15,445.777"
"Jan 26, 2018","15,748.685"
"Jan 27, 2018",
"Jan 28, 2018","15,858.016"
"Jan 29, 2018","15,720.505"
"Jan 30, 2018","15,847.321"
"Jan 31, 2018","15,724.588"
"Feb 1, 2018","15,726.851"
"Feb 2, 2018","15,809.106"
"Feb 3, 2018","15,651.811"
"Feb 4, 2018","15,935.331"
"Feb 5, 2018",
"Feb 6, 2018","15,814.183"
"Feb 7, 2018","15,575.893"
"Feb 8, 2018","15,831.376"
"Feb 9, 2018","15,904.579"
"Feb 10, 2018",
"Feb 11, 2018","15,921.311"
"Feb 12, 2018",
"Feb 13, 2018","16,035.975"
"Feb 14, 2018","15,497.91"
"Feb 15, 2018","15,918.923"
"Feb 16, 2018","15,845.007"
"Feb 17, 2018","15,769.185"
"Feb 18, 2018","15,647.208"
"Feb 19, 2018",
"Feb 20, 2018","15,826.504"
"Feb 21, 2018",
"Feb 22, 2018","15,794.019"
"Feb 23, 2018","15,800.283"
"Feb 24, 2018","15,760.754"
"Feb 25, 2018","15,958.903"
"Feb 26, 2018","15,568.984"
"Feb 27, 2018","15,968.046"
"Feb 28, 2018",
"Mar 1, 2018",
"Mar 2, 2018",
"Mar 3, 2018",
"Mar 4, 2018",
"Mar 5, 2018",
"Mar 6, 2018",
"Mar 7, 2018","15,241.937"
"Mar 8, 2018","15,583.011"
"Mar 9, 2018",
"Mar 10, 2018","15,700.937"
"Mar 11, 2018","15,401.157"
"Mar 12, 2018","15,579.741"
"Mar 13, 2018",
"Mar 14, 2018",
"Mar 15, 2018",
"Mar 16, 2018",
"Mar 17, 2018","15,292.541"
"Mar 18, 2018",
"Mar 19, 2018","15,164.576"
"Mar 20, 2018",
"Mar 21, 2018","15,168"
"Mar 22, 2018",
"Mar 23, 2018","15,387.121"
"Mar 24, 2018","15,610.463"
"Mar 25, 2018",
"Mar 26, 2018",
"Mar 27, 2018",
"Mar 28, 2018",
"Mar 29, 2018",
"Mar 30, 2018",
"Mar 31, 2018","15,503.04"
"Apr 1, 2018",
"Apr 2, 2018","15,516.094"
"Apr 3, 2018",
"Apr 4, 2018",
"Apr 5, 2018",
"Apr 6, 2018",
"Apr 7, 2018","15,207.542"
"Apr 8, 2018",
"Apr 9, 2018",
"Apr 10, 2018",
"Apr 11, 2018",
"Apr 12, 2018",
"Apr 13, 2018","15,116.437"
"Apr 14, 2018",
"Apr 15, 2018",
"Apr 16, 2018",
"Apr 17, 2018",
"Apr 18, 2018","15,049.732"
"Apr 19, 2018",
"Apr 20, 2018","15,159.924"
"Apr 21, 2018",
"Apr 22, 2018",
"Apr 23, 2018","14,962.172"
"Apr 24, 2018",
"Apr 25, 2018","15,051.837"
"Apr 26, 2018",
"Apr 27, 2018",
"Apr 28, 2018","15,061.435"
"Apr 29, 2018","15,127.064"
"Apr 30, 2018","15,081.662"
"May 1, 2018",
"May 2, 2018","15,082.384"
"May 3, 2018",
"May 4, 2018","15,194.111"
"May 5, 2018",
"May 6, 2018",
"May 7, 2018","14,824.57"
"May 8, 2018","14,923.825"
"May 9, 2018","15,103.449"
"May 10, 2018","15,142.83"
"May 11, 2018","15,255.963"
"May 12, 2018",
"May 13, 2018","15,345.988"
"May 14, 2018",
"May 15, 2018","15,275.337"
"May 16, 2018","15,229.151"
